participant_id,system_name,snippet_signature,developer_position,PE gen,PE spec (java),Cyclomatic complexity,IMSQ (min),MIDQ (min),AEDQ (min),EAP (min),IMSQ (avg),MIDQ (avg),AEDQ (avg),EAP (avg),IMSQ (max),MIDQ (max),AEDQ (max),EAP (max),Readability,ITID (avg),NMI (avg),NMI (max),CIC (avg),CIC (max),CICsyn (avg),CICsyn (max),CR,NM (avg),NM (max),TC (avg),TC (min),TC (max),#assignments (avg),#blank lines (avg),#commas (avg),#comments (avg),#comparisons (avg),Identifiers length (avg),#conditionals (avg),Indentation length (avg),#keywords (avg),Line length (avg),#loops (avg),#identifiers (avg),#numbers (avg),#operators (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Identifiers length (max),Indentation length (max),#keywords (max),Line length (max),#identifiers (max),#numbers (max),#characters (max),#words (max),Entropy,Volume,LOC,#assignments (dft),#commas (dft),#comments (dft),#comparisons (dft),#conditionals (dft),Indentation length (dft),#keywords (dft),Line length (dft),#loops (dft),#identifiers (dft),#numbers (dft),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Comments (Visual X),Comments (Visual Y),Identifiers (Visual X),Identifiers (Visual Y),Keywords (Visual X),Keywords (Visual Y),Numbers (Visual X),Numbers (Visual Y),Strings (Visual X),Strings (Visual Y),Literals (Visual X),Literals (Visual Y),Operators (Visual X),Operators (Visual Y),Comments (area),Identifiers (area),Keywords (area),Numbers (area),Strings (area),Literals (area),Operators (area),Identifiers/comments (area),Keywords/comments (area),Numbers/comments (area),Strings/comments (area),Literals/comments (area),Operators/comments (area),Keywords/identifiers (area),Numbers/identifiers (area),Strings/identifiers (area),Literals/identifiers (area),Operators/literals (area),Numbers/keywords (area),Strings/keywords (area),Literals/keywords (area),Operators/keywords (area),Strings/numbers (area),Literals/numbers (area),Operators/numbers (area),Literals/strings (area),Operators/strings (area),Operators/literals (area),#aligned blocks,Extent of aligned blocks,#nested blocks (avg),#parameters,#statements,PBU,TNPU,AU,TAU
16,MyExpenses,"org.totschnig.myexpenses.util.LazyFontSelector.processChar(char[],int,java.lang.StringBuffer)",master student,4,3,5,1,0,0,0,1,0,213.071428571429,0.057022413169022,1,0,2755,0.511819486105507,0.211272925138474,0.787234042553192,5.86861313868613,12,0,0,3.55813953488372,11,0,6.0354609929078,45,0.689483761275159,0.288675134594813,1,0.333333333333333,0,0.155555555555556,0.021739130434783,0.266666666666667,5.19626168224299,0.177777777777778,9.77777777777778,0.555555555555556,31.1111111111111,0.044444444444444,2.37777777777778,0.155555555555556,0.133333333333333,1.02222222222222,0.488888888888889,12.1333333333333,17,16,4,102,8,2,546,13,4.12564463030513,1884.29809999912,45,44,45,1,44,45,45,45,44,45,45,45,45,45,45,44,0,0,101.955555555556,43.6310679611651,101.933333333333,43.5728155339806,101.755555555556,42.9223300970874,0,0,102,44,101.888888888889,43.4757281553398,0,0.397142857142857,0.062142857142857,0.004285714285714,0,0.005714285714286,0.140714285714286,NA,NA,NA,NA,NA,NA,0.156474820143885,0.010791366906475,0,0.014388489208633,0.35431654676259,0.068965517241379,0,0.091954022988506,2.26436781609195,0,1.33333333333333,32.8333333333333,NA,NA,24.625,24,25,5.33333333333333,3,33,1,631,1,0
17,MyExpenses,"org.totschnig.myexpenses.activity.MyExpenses.contribFeatureCalled(org.totschnig.myexpenses.model.ContribFeature,java.io.Serializable)",phd student,5,5,4,0.888888888888889,0,81,0.101894476796741,0.984126984126984,0.425603571428571,4231.5,0.129986615682297,1,1,11904,0.15017719111888,0.307565599679947,0.831325301204819,5.21052631578947,10,0,0,1.71304347826087,8,0,7.12650602409639,45,0.371606558277027,0.175411603861406,0.740233210197605,0.232558139534884,0,0.232558139534884,0.022727272727273,0.093023255813954,8.79611650485437,0.069767441860465,8.74418604651163,0.488372093023256,37.5813953488372,0,2.3953488372093,0.069767441860465,0.069767441860465,0.930232558139535,0.604651162790698,10.3023255813953,25,18,3,122,9,4,443,11,4.67065902664183,1828.01914807436,43,43,43,1,43,43,41,43,42,1,42,43,43,42,43,1,0,0,121.976744186047,41.7479674796748,121.953488372093,41.6910569105691,121.720930232558,41.8048780487805,122,41.8780487804878,0,0,121.906976744186,41.7723577235772,0,0.516089108910891,0.047029702970297,0.005569306930693,0.056311881188119,0,0.100866336633663,NA,NA,NA,NA,NA,NA,0.091127098321343,0.010791366906475,0.109112709832134,0,0.195443645083933,0.118421052631579,1.19736842105263,0,2.14473684210526,10.1111111111111,0,18.1111111111111,0,1.79120879120879,NA,53,81,3,2,27,1,380,0.666666666666667,0.144329896907216
17,MyExpenses,"org.totschnig.myexpenses.util.LazyFontSelector.processChar(char[],int,java.lang.StringBuffer)",phd student,5,5,5,1,0,0,0,1,0,213.071428571429,0.057022413169022,1,0,2755,0.511819486105507,0.211272925138474,0.787234042553192,5.86861313868613,12,0,0,3.55813953488372,11,0,6.0354609929078,45,0.689483761275159,0.288675134594813,1,0.333333333333333,0,0.155555555555556,0.021739130434783,0.266666666666667,5.19626168224299,0.177777777777778,9.77777777777778,0.555555555555556,31.1111111111111,0.044444444444444,2.37777777777778,0.155555555555556,0.133333333333333,1.02222222222222,0.488888888888889,12.1333333333333,17,16,4,102,8,2,546,13,4.12564463030513,1884.29809999912,45,44,45,1,44,45,45,45,44,45,45,45,45,45,45,44,0,0,101.955555555556,43.6310679611651,101.933333333333,43.5728155339806,101.755555555556,42.9223300970874,0,0,102,44,101.888888888889,43.4757281553398,0,0.397142857142857,0.062142857142857,0.004285714285714,0,0.005714285714286,0.140714285714286,NA,NA,NA,NA,NA,NA,0.156474820143885,0.010791366906475,0,0.014388489208633,0.35431654676259,0.068965517241379,0,0.091954022988506,2.26436781609195,0,1.33333333333333,32.8333333333333,NA,NA,24.625,24,25,5.33333333333333,3,33,1,650,0.666666666666667,0
17,MyExpenses,se.emilsjolander.stickylistheaders.StickyListHeadersListView.updateOrClearHeader(int),phd student,5,5,4,0.75,0,10214,0.167139076361207,0.95,0,10214,0.167139076361207,1,0,10214,0.167139076361207,0.456376850605011,0.9296875,4.671875,10,0.1015625,2,0.299435028248588,3,100,12.0859375,45,0.420059672203552,0.182574185835055,0.707106781186547,0.321428571428571,0.096774193548387,0,0.038461538461539,0.321428571428571,13.3913043478261,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857142857143,0.821428571428571,0.36,13.64,35,32,3,98,5,1,367,11,4.44145043695402,974.775191802127,31,28,1,31,28,28,28,27,30,1,26,27,28,26,28,28,98,30,97.9677419354839,29.7979797979798,98,29.6969696969697,97.8064516129032,29.7474747474747,0,0,0,0,97.9032258064516,29.8181818181818,0.137879911045219,0.457375833951075,0.065974796145293,0.005930318754633,0,0,0.080059303187546,3.31720430107527,0.478494623655914,0.043010752688172,0,0,0.580645161290323,0.144246353322528,0.012965964343598,0,0,0.175040518638574,0.089887640449438,0,0,1.21348314606742,0,0,13.5,NA,NA,NA,44,46,2.33333333333333,1,16,1,256,0.666666666666667,0.314776632302405
29,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.getContentProviderOperationsForCreate(org.totschnig.myexpenses.sync.json.TransactionChange,int,int)",bachelor student,4,2,4,0.095238095238095,0,2,0.000619426259268,0.580905999552806,0.024390243902439,995,0.269905319005646,1,1,2295,0.582784007618977,0.143917128443718,0.871681415929204,5.20093457943925,12,0.066371681415929,3,5.02727272727273,27,100,9.29203539823009,45,0.420971687139109,0.149071198499986,0.843274042711568,0.555555555555556,0.015625,0.142857142857143,0.015873015873016,0.349206349206349,7.1038961038961,0.258064516129032,5.2258064516129,0.596774193548387,32.6612903225806,0,2.48387096774194,0.129032258064516,0.111111111111111,1.33333333333333,0.725806451612903,7.75806451612903,37,10,3,101,7,4,496,19,4.57006940018158,3163.58515143943,64,63,63,64,63,57,1,63,61,1,60,62,63,61,62,1,101,62.3823529411765,100.96875,62.7549019607843,100.921875,62.5490196078431,101,62.3823529411765,0,0,0,0,100.890625,62.8039215686275,0.032489249880554,0.526039178213091,0.056378404204491,0.001911132345915,0,0,0.153368370759675,16.1911764705882,1.73529411764706,0.058823529411765,0,0,4.72058823529412,0.107175295186194,0.003633060853769,0,0,0.291553133514986,0.033898305084746,0,0,2.72033898305085,0,0,80.25,NA,NA,NA,38,39,2.41666666666667,3,44,1,58,0.666666666666667,0.586941580756014
29,MyExpenses,se.emilsjolander.stickylistheaders.StickyListHeadersListView.updateOrClearHeader(int),bachelor student,4,2,4,0.75,0,10214,0.167139076361207,0.95,0,10214,0.167139076361207,1,0,10214,0.167139076361207,0.456376850605011,0.9296875,4.671875,10,0.1015625,2,0.299435028248588,3,100,12.0859375,45,0.420059672203552,0.182574185835055,0.707106781186547,0.321428571428571,0.096774193548387,0,0.038461538461539,0.321428571428571,13.3913043478261,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857142857143,0.821428571428571,0.36,13.64,35,32,3,98,5,1,367,11,4.44145043695402,974.775191802127,31,28,1,31,28,28,28,27,30,1,26,27,28,26,28,28,98,30,97.9677419354839,29.7979797979798,98,29.6969696969697,97.8064516129032,29.7474747474747,0,0,0,0,97.9032258064516,29.8181818181818,0.137879911045219,0.457375833951075,0.065974796145293,0.005930318754633,0,0,0.080059303187546,3.31720430107527,0.478494623655914,0.043010752688172,0,0,0.580645161290323,0.144246353322528,0.012965964343598,0,0,0.175040518638574,0.089887640449438,0,0,1.21348314606742,0,0,13.5,NA,NA,NA,44,46,2.33333333333333,1,16,0,NA,0,0
29,MyExpenses,"org.totschnig.myexpenses.activity.MyExpenses.contribFeatureCalled(org.totschnig.myexpenses.model.ContribFeature,java.io.Serializable)",bachelor student,4,2,4,0.888888888888889,0,81,0.101894476796741,0.984126984126984,0.425603571428571,4231.5,0.129986615682297,1,1,11904,0.15017719111888,0.307565599679947,0.831325301204819,5.21052631578947,10,0,0,1.71304347826087,8,0,7.12650602409639,45,0.371606558277027,0.175411603861406,0.740233210197605,0.232558139534884,0,0.232558139534884,0.022727272727273,0.093023255813954,8.79611650485437,0.069767441860465,8.74418604651163,0.488372093023256,37.5813953488372,0,2.3953488372093,0.069767441860465,0.069767441860465,0.930232558139535,0.604651162790698,10.3023255813953,25,18,3,122,9,4,443,11,4.67065902664183,1828.01914807436,43,43,43,1,43,43,41,43,42,1,42,43,43,42,43,1,0,0,121.976744186047,41.7479674796748,121.953488372093,41.6910569105691,121.720930232558,41.8048780487805,122,41.8780487804878,0,0,121.906976744186,41.7723577235772,0,0.516089108910891,0.047029702970297,0.005569306930693,0.056311881188119,0,0.100866336633663,NA,NA,NA,NA,NA,NA,0.091127098321343,0.010791366906475,0.109112709832134,0,0.195443645083933,0.118421052631579,1.19736842105263,0,2.14473684210526,10.1111111111111,0,18.1111111111111,0,1.79120879120879,NA,53,81,3,2,27,1,18,0.666666666666667,0.641924398625429
29,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.mergeUpdate(org.totschnig.myexpenses.sync.json.TransactionChange,org.totschnig.myexpenses.sync.json.TransactionChange)",bachelor student,4,2,4,0.095238095238095,0,138,0,0.543278148692393,0,795.333333333333,0,1,0,1124,0,0.254719078540802,0.927777777777778,4.94011976047904,11,0,0,5.96311475409836,29,0,11.4833333333333,45,0.542291790220833,0.117851130197758,0.912870929175277,0.282608695652174,0,0.021739130434783,0.021276595744681,0.260869565217391,7.94354838709677,0.304347826086957,4.47826086956522,0.434782608695652,34.3260869565217,0,2.69565217391304,0,0,1.69565217391304,1,6.19565217391304,21,6,2,92,8,0,285,25,4.63231460078641,2155.73700620695,46,32,46,1,46,32,1,46,32,1,32,1,1,32,32,32,0,0,91.8913043478261,44.1827956989247,91.9565217391304,41.0430107526882,0,0,92,43.9677419354839,0,0,91.7173913043478,44.2258064516129,0,0.58581380620646,0.036098796706776,0,0.047498416719443,0,0.157061431285624,NA,NA,NA,NA,NA,NA,0.061621621621622,0,0.081081081081081,0,0.268108108108108,0,1.31578947368421,0,4.35087719298246,NA,NA,NA,0,3.30666666666667,NA,22,22,2,2,30,1,92,0.666666666666667,0.54020618556701
31,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.getContentProviderOperationsForCreate(org.totschnig.myexpenses.sync.json.TransactionChange,int,int)",bachelor student,3,2,4,0.095238095238095,0,2,0.000619426259268,0.580905999552806,0.024390243902439,995,0.269905319005646,1,1,2295,0.582784007618977,0.143917128443718,0.871681415929204,5.20093457943925,12,0.066371681415929,3,5.02727272727273,27,100,9.29203539823009,45,0.420971687139109,0.149071198499986,0.843274042711568,0.555555555555556,0.015625,0.142857142857143,0.015873015873016,0.349206349206349,7.1038961038961,0.258064516129032,5.2258064516129,0.596774193548387,32.6612903225806,0,2.48387096774194,0.129032258064516,0.111111111111111,1.33333333333333,0.725806451612903,7.75806451612903,37,10,3,101,7,4,496,19,4.57006940018158,3163.58515143943,64,63,63,64,63,57,1,63,61,1,60,62,63,61,62,1,101,62.3823529411765,100.96875,62.7549019607843,100.921875,62.5490196078431,101,62.3823529411765,0,0,0,0,100.890625,62.8039215686275,0.032489249880554,0.526039178213091,0.056378404204491,0.001911132345915,0,0,0.153368370759675,16.1911764705882,1.73529411764706,0.058823529411765,0,0,4.72058823529412,0.107175295186194,0.003633060853769,0,0,0.291553133514986,0.033898305084746,0,0,2.72033898305085,0,0,80.25,NA,NA,NA,38,39,2.41666666666667,3,44,1,110,0.333333333333333,0.257731958762887
35,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.getContentProviderOperationsForCreate(org.totschnig.myexpenses.sync.json.TransactionChange,int,int)",bachelor student,3,1,4,0.095238095238095,0,2,0.000619426259268,0.580905999552806,0.024390243902439,995,0.269905319005646,1,1,2295,0.582784007618977,0.143917128443718,0.871681415929204,5.20093457943925,12,0.066371681415929,3,5.02727272727273,27,100,9.29203539823009,45,0.420971687139109,0.149071198499986,0.843274042711568,0.555555555555556,0.015625,0.142857142857143,0.015873015873016,0.349206349206349,7.1038961038961,0.258064516129032,5.2258064516129,0.596774193548387,32.6612903225806,0,2.48387096774194,0.129032258064516,0.111111111111111,1.33333333333333,0.725806451612903,7.75806451612903,37,10,3,101,7,4,496,19,4.57006940018158,3163.58515143943,64,63,63,64,63,57,1,63,61,1,60,62,63,61,62,1,101,62.3823529411765,100.96875,62.7549019607843,100.921875,62.5490196078431,101,62.3823529411765,0,0,0,0,100.890625,62.8039215686275,0.032489249880554,0.526039178213091,0.056378404204491,0.001911132345915,0,0,0.153368370759675,16.1911764705882,1.73529411764706,0.058823529411765,0,0,4.72058823529412,0.107175295186194,0.003633060853769,0,0,0.291553133514986,0.033898305084746,0,0,2.72033898305085,0,0,80.25,NA,NA,NA,38,39,2.41666666666667,3,44,0,NA,0,0
35,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.mergeUpdate(org.totschnig.myexpenses.sync.json.TransactionChange,org.totschnig.myexpenses.sync.json.TransactionChange)",bachelor student,3,1,4,0.095238095238095,0,138,0,0.543278148692393,0,795.333333333333,0,1,0,1124,0,0.254719078540802,0.927777777777778,4.94011976047904,11,0,0,5.96311475409836,29,0,11.4833333333333,45,0.542291790220833,0.117851130197758,0.912870929175277,0.282608695652174,0,0.021739130434783,0.021276595744681,0.260869565217391,7.94354838709677,0.304347826086957,4.47826086956522,0.434782608695652,34.3260869565217,0,2.69565217391304,0,0,1.69565217391304,1,6.19565217391304,21,6,2,92,8,0,285,25,4.63231460078641,2155.73700620695,46,32,46,1,46,32,1,46,32,1,32,1,1,32,32,32,0,0,91.8913043478261,44.1827956989247,91.9565217391304,41.0430107526882,0,0,92,43.9677419354839,0,0,91.7173913043478,44.2258064516129,0,0.58581380620646,0.036098796706776,0,0.047498416719443,0,0.157061431285624,NA,NA,NA,NA,NA,NA,0.061621621621622,0,0.081081081081081,0,0.268108108108108,0,1.31578947368421,0,4.35087719298246,NA,NA,NA,0,3.30666666666667,NA,22,22,2,2,30,1,62,0.666666666666667,0.581443298969072
35,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.mergeUpdate(org.totschnig.myexpenses.sync.json.TransactionChange,org.totschnig.myexpenses.sync.json.TransactionChange)",bachelor student,3,1,4,0.095238095238095,0,138,0,0.543278148692393,0,795.333333333333,0,1,0,1124,0,0.254719078540802,0.927777777777778,4.94011976047904,11,0,0,5.96311475409836,29,0,11.4833333333333,45,0.542291790220833,0.117851130197758,0.912870929175277,0.282608695652174,0,0.021739130434783,0.021276595744681,0.260869565217391,7.94354838709677,0.304347826086957,4.47826086956522,0.434782608695652,34.3260869565217,0,2.69565217391304,0,0,1.69565217391304,1,6.19565217391304,21,6,2,92,8,0,285,25,4.63231460078641,2155.73700620695,46,32,46,1,46,32,1,46,32,1,32,1,1,32,32,32,0,0,91.8913043478261,44.1827956989247,91.9565217391304,41.0430107526882,0,0,92,43.9677419354839,0,0,91.7173913043478,44.2258064516129,0,0.58581380620646,0.036098796706776,0,0.047498416719443,0,0.157061431285624,NA,NA,NA,NA,NA,NA,0.061621621621622,0,0.081081081081081,0,0.268108108108108,0,1.31578947368421,0,4.35087719298246,NA,NA,NA,0,3.30666666666667,NA,22,22,2,2,30,0,NA,0,0
36,MyExpenses,"org.totschnig.myexpenses.util.LazyFontSelector.processChar(char[],int,java.lang.StringBuffer)",bachelor student,2,2,5,1,0,0,0,1,0,213.071428571429,0.057022413169022,1,0,2755,0.511819486105507,0.211272925138474,0.787234042553192,5.86861313868613,12,0,0,3.55813953488372,11,0,6.0354609929078,45,0.689483761275159,0.288675134594813,1,0.333333333333333,0,0.155555555555556,0.021739130434783,0.266666666666667,5.19626168224299,0.177777777777778,9.77777777777778,0.555555555555556,31.1111111111111,0.044444444444444,2.37777777777778,0.155555555555556,0.133333333333333,1.02222222222222,0.488888888888889,12.1333333333333,17,16,4,102,8,2,546,13,4.12564463030513,1884.29809999912,45,44,45,1,44,45,45,45,44,45,45,45,45,45,45,44,0,0,101.955555555556,43.6310679611651,101.933333333333,43.5728155339806,101.755555555556,42.9223300970874,0,0,102,44,101.888888888889,43.4757281553398,0,0.397142857142857,0.062142857142857,0.004285714285714,0,0.005714285714286,0.140714285714286,NA,NA,NA,NA,NA,NA,0.156474820143885,0.010791366906475,0,0.014388489208633,0.35431654676259,0.068965517241379,0,0.091954022988506,2.26436781609195,0,1.33333333333333,32.8333333333333,NA,NA,24.625,24,25,5.33333333333333,3,33,1,333,0,0
36,MyExpenses,"org.totschnig.myexpenses.util.LazyFontSelector.processChar(char[],int,java.lang.StringBuffer)",bachelor student,2,2,5,1,0,0,0,1,0,213.071428571429,0.057022413169022,1,0,2755,0.511819486105507,0.211272925138474,0.787234042553192,5.86861313868613,12,0,0,3.55813953488372,11,0,6.0354609929078,45,0.689483761275159,0.288675134594813,1,0.333333333333333,0,0.155555555555556,0.021739130434783,0.266666666666667,5.19626168224299,0.177777777777778,9.77777777777778,0.555555555555556,31.1111111111111,0.044444444444444,2.37777777777778,0.155555555555556,0.133333333333333,1.02222222222222,0.488888888888889,12.1333333333333,17,16,4,102,8,2,546,13,4.12564463030513,1884.29809999912,45,44,45,1,44,45,45,45,44,45,45,45,45,45,45,44,0,0,101.955555555556,43.6310679611651,101.933333333333,43.5728155339806,101.755555555556,42.9223300970874,0,0,102,44,101.888888888889,43.4757281553398,0,0.397142857142857,0.062142857142857,0.004285714285714,0,0.005714285714286,0.140714285714286,NA,NA,NA,NA,NA,NA,0.156474820143885,0.010791366906475,0,0.014388489208633,0.35431654676259,0.068965517241379,0,0.091954022988506,2.26436781609195,0,1.33333333333333,32.8333333333333,NA,NA,24.625,24,25,5.33333333333333,3,33,1,333,0,0
36,MyExpenses,"org.totschnig.myexpenses.activity.MyExpenses.contribFeatureCalled(org.totschnig.myexpenses.model.ContribFeature,java.io.Serializable)",bachelor student,2,2,4,0.888888888888889,0,81,0.101894476796741,0.984126984126984,0.425603571428571,4231.5,0.129986615682297,1,1,11904,0.15017719111888,0.307565599679947,0.831325301204819,5.21052631578947,10,0,0,1.71304347826087,8,0,7.12650602409639,45,0.371606558277027,0.175411603861406,0.740233210197605,0.232558139534884,0,0.232558139534884,0.022727272727273,0.093023255813954,8.79611650485437,0.069767441860465,8.74418604651163,0.488372093023256,37.5813953488372,0,2.3953488372093,0.069767441860465,0.069767441860465,0.930232558139535,0.604651162790698,10.3023255813953,25,18,3,122,9,4,443,11,4.67065902664183,1828.01914807436,43,43,43,1,43,43,41,43,42,1,42,43,43,42,43,1,0,0,121.976744186047,41.7479674796748,121.953488372093,41.6910569105691,121.720930232558,41.8048780487805,122,41.8780487804878,0,0,121.906976744186,41.7723577235772,0,0.516089108910891,0.047029702970297,0.005569306930693,0.056311881188119,0,0.100866336633663,NA,NA,NA,NA,NA,NA,0.091127098321343,0.010791366906475,0.109112709832134,0,0.195443645083933,0.118421052631579,1.19736842105263,0,2.14473684210526,10.1111111111111,0,18.1111111111111,0,1.79120879120879,NA,53,81,3,2,27,0,NA,0,0
36,MyExpenses,se.emilsjolander.stickylistheaders.StickyListHeadersListView.updateOrClearHeader(int),bachelor student,2,2,4,0.75,0,10214,0.167139076361207,0.95,0,10214,0.167139076361207,1,0,10214,0.167139076361207,0.456376850605011,0.9296875,4.671875,10,0.1015625,2,0.299435028248588,3,100,12.0859375,45,0.420059672203552,0.182574185835055,0.707106781186547,0.321428571428571,0.096774193548387,0,0.038461538461539,0.321428571428571,13.3913043478261,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857142857143,0.821428571428571,0.36,13.64,35,32,3,98,5,1,367,11,4.44145043695402,974.775191802127,31,28,1,31,28,28,28,27,30,1,26,27,28,26,28,28,98,30,97.9677419354839,29.7979797979798,98,29.6969696969697,97.8064516129032,29.7474747474747,0,0,0,0,97.9032258064516,29.8181818181818,0.137879911045219,0.457375833951075,0.065974796145293,0.005930318754633,0,0,0.080059303187546,3.31720430107527,0.478494623655914,0.043010752688172,0,0,0.580645161290323,0.144246353322528,0.012965964343598,0,0,0.175040518638574,0.089887640449438,0,0,1.21348314606742,0,0,13.5,NA,NA,NA,44,46,2.33333333333333,1,16,1,6,0.666666666666667,0.658419243986254
42,MyExpenses,"org.totschnig.myexpenses.activity.MyExpenses.contribFeatureCalled(org.totschnig.myexpenses.model.ContribFeature,java.io.Serializable)",bachelor student,3,2,4,0.888888888888889,0,81,0.101894476796741,0.984126984126984,0.425603571428571,4231.5,0.129986615682297,1,1,11904,0.15017719111888,0.307565599679947,0.831325301204819,5.21052631578947,10,0,0,1.71304347826087,8,0,7.12650602409639,45,0.371606558277027,0.175411603861406,0.740233210197605,0.232558139534884,0,0.232558139534884,0.022727272727273,0.093023255813954,8.79611650485437,0.069767441860465,8.74418604651163,0.488372093023256,37.5813953488372,0,2.3953488372093,0.069767441860465,0.069767441860465,0.930232558139535,0.604651162790698,10.3023255813953,25,18,3,122,9,4,443,11,4.67065902664183,1828.01914807436,43,43,43,1,43,43,41,43,42,1,42,43,43,42,43,1,0,0,121.976744186047,41.7479674796748,121.953488372093,41.6910569105691,121.720930232558,41.8048780487805,122,41.8780487804878,0,0,121.906976744186,41.7723577235772,0,0.516089108910891,0.047029702970297,0.005569306930693,0.056311881188119,0,0.100866336633663,NA,NA,NA,NA,NA,NA,0.091127098321343,0.010791366906475,0.109112709832134,0,0.195443645083933,0.118421052631579,1.19736842105263,0,2.14473684210526,10.1111111111111,0,18.1111111111111,0,1.79120879120879,NA,53,81,3,2,27,0,NA,0,0
42,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.mergeUpdate(org.totschnig.myexpenses.sync.json.TransactionChange,org.totschnig.myexpenses.sync.json.TransactionChange)",bachelor student,3,2,4,0.095238095238095,0,138,0,0.543278148692393,0,795.333333333333,0,1,0,1124,0,0.254719078540802,0.927777777777778,4.94011976047904,11,0,0,5.96311475409836,29,0,11.4833333333333,45,0.542291790220833,0.117851130197758,0.912870929175277,0.282608695652174,0,0.021739130434783,0.021276595744681,0.260869565217391,7.94354838709677,0.304347826086957,4.47826086956522,0.434782608695652,34.3260869565217,0,2.69565217391304,0,0,1.69565217391304,1,6.19565217391304,21,6,2,92,8,0,285,25,4.63231460078641,2155.73700620695,46,32,46,1,46,32,1,46,32,1,32,1,1,32,32,32,0,0,91.8913043478261,44.1827956989247,91.9565217391304,41.0430107526882,0,0,92,43.9677419354839,0,0,91.7173913043478,44.2258064516129,0,0.58581380620646,0.036098796706776,0,0.047498416719443,0,0.157061431285624,NA,NA,NA,NA,NA,NA,0.061621621621622,0,0.081081081081081,0,0.268108108108108,0,1.31578947368421,0,4.35087719298246,NA,NA,NA,0,3.30666666666667,NA,22,22,2,2,30,1,26,0,0
42,MyExpenses,"org.totschnig.myexpenses.sync.SyncAdapter.getContentProviderOperationsForCreate(org.totschnig.myexpenses.sync.json.TransactionChange,int,int)",bachelor student,3,2,4,0.095238095238095,0,2,0.000619426259268,0.580905999552806,0.024390243902439,995,0.269905319005646,1,1,2295,0.582784007618977,0.143917128443718,0.871681415929204,5.20093457943925,12,0.066371681415929,3,5.02727272727273,27,100,9.29203539823009,45,0.420971687139109,0.149071198499986,0.843274042711568,0.555555555555556,0.015625,0.142857142857143,0.015873015873016,0.349206349206349,7.1038961038961,0.258064516129032,5.2258064516129,0.596774193548387,32.6612903225806,0,2.48387096774194,0.129032258064516,0.111111111111111,1.33333333333333,0.725806451612903,7.75806451612903,37,10,3,101,7,4,496,19,4.57006940018158,3163.58515143943,64,63,63,64,63,57,1,63,61,1,60,62,63,61,62,1,101,62.3823529411765,100.96875,62.7549019607843,100.921875,62.5490196078431,101,62.3823529411765,0,0,0,0,100.890625,62.8039215686275,0.032489249880554,0.526039178213091,0.056378404204491,0.001911132345915,0,0,0.153368370759675,16.1911764705882,1.73529411764706,0.058823529411765,0,0,4.72058823529412,0.107175295186194,0.003633060853769,0,0,0.291553133514986,0.033898305084746,0,0,2.72033898305085,0,0,80.25,NA,NA,NA,38,39,2.41666666666667,3,44,0,NA,0,0
43,MyExpenses,se.emilsjolander.stickylistheaders.StickyListHeadersListView.updateOrClearHeader(int),bachelor student,3,1,4,0.75,0,10214,0.167139076361207,0.95,0,10214,0.167139076361207,1,0,10214,0.167139076361207,0.456376850605011,0.9296875,4.671875,10,0.1015625,2,0.299435028248588,3,100,12.0859375,45,0.420059672203552,0.182574185835055,0.707106781186547,0.321428571428571,0.096774193548387,0,0.038461538461539,0.321428571428571,13.3913043478261,0.16,10.72,0.8,46.52,0,1.84,0.28,0.142857142857143,0.821428571428571,0.36,13.64,35,32,3,98,5,1,367,11,4.44145043695402,974.775191802127,31,28,1,31,28,28,28,27,30,1,26,27,28,26,28,28,98,30,97.9677419354839,29.7979797979798,98,29.6969696969697,97.8064516129032,29.7474747474747,0,0,0,0,97.9032258064516,29.8181818181818,0.137879911045219,0.457375833951075,0.065974796145293,0.005930318754633,0,0,0.080059303187546,3.31720430107527,0.478494623655914,0.043010752688172,0,0,0.580645161290323,0.144246353322528,0.012965964343598,0,0,0.175040518638574,0.089887640449438,0,0,1.21348314606742,0,0,13.5,NA,NA,NA,44,46,2.33333333333333,1,16,1,485,0.666666666666667,0
